Unit_id ,ERV ,ERV_DATE ,Qube_Unit ID
a1GNz0000021ThxMAE,0.00,2024-09-30,103393001
a1G4J0000025tVdUAI,13910.00,2024-09-30,103393002
a1G4J0000025tfOUAQ,11362.00,2024-09-30,103394001
a1G4J0000025tbuUAA,20250.00,2024-09-30,103397001
a1G4J0000025thwUAA,17056.00,2024-09-30,103398001
a1G4J0000025thmUAA,0.00,2024-09-30,103399001
a1G4J00000261NvUAI,0.00,2024-09-30,103403001
a1G4J0000025tiBUAQ,0.00,2024-09-30,103407001
a1G4J0000025tiGUAQ,0.00,2024-09-30,103407002
a1G4J00000261NgUAI,0.00,2024-09-30,103409001
a1G4J0000025tbQUAQ,0.00,2024-09-30,103410001
a1G4J0000025ti1UAA,250.00,2024-09-30,103412001
a1G4J0000025tTqUAI,250.00,2024-09-30,103414001
a1G4J0000025ti6UAA,12240.00,2024-09-30,103414002
a1G4J0000025tifUAA,0.00,2024-09-30,103417001
a1G4J0000025tTWUAY,0.00,2024-09-30,103418001
a1G4J0000025tfmUAA,23738.00,2024-09-30,103420001
a1G4J0000025tiVUAQ,0.00,2024-09-30,103422001
a1G4J0000025tiLUAQ,16128.00,2024-09-30,103423001
a1G4J0000025tiQUAQ,13776.00,2024-09-30,103423002
a1G4J0000025taTUAQ,8176.00,2024-09-30,103424002
a1G4J0000025tiaUAA,15960.00,2024-09-30,103424004
a1G4J0000025thOUAQ,9568.00,2024-09-30,103426002
a1G4J00000261NlUAI,12156.00,2024-09-30,103427001
a1G4J00000261NqUAI,0.00,2024-09-30,103427002
a1G4J0000025tUVUAY,15282.00,2024-09-30,103429001
a1G4J0000025tikUAA,17888.00,2024-09-30,103432001
a1G4J0000025tiuUAA,19488.00,2024-09-30,103435001
a1G4J0000025tj9UAA,0.00,2024-09-30,103439002
a1G4J0000025tipUAA,15600.00,2024-09-30,103443001
a1G4J00000261OFUAY,1.00,2024-09-30,103443002
a1G4J00000261O0UAI,400.00,2024-09-30,103444001
a1G4J00000261O5UAI,1.00,2024-09-30,103444002
a1G4J00000261OAUAY,8232.00,2024-09-30,103444003
a1G4J00000261OKUAY,9828.00,2024-09-30,103444004
a1G4J0000025tfnUAA,11430.00,2024-09-30,103445001
a1G4J0000025tUfUAI,13926.00,2024-09-30,103445002
a1G4J0000025tUFUAY,1.00,2024-09-30,103445003
a1G4J0000025tjxUAA,0.00,2024-09-30,103446001
a1G4J00000261OUUAY,1.00,2024-09-30,103448001
a1G4J0000025tjAUAQ,1.00,2024-09-30,103448002
a1G4J0000025tjOUAQ,200.00,2024-09-30,103448003
a1G4J0000025tjTUAQ,150.00,2024-09-30,103448004
a1G4J0000025tjYUAQ,200.00,2024-09-30,103448005
a1G4J0000025tcnUAA,22620.00,2024-09-30,103448006
a1G4J00000261OZUAY,1.00,2024-09-30,103448007
a1G4J0000025tU8UAI,23634.00,2024-09-30,103448008
a1G4J0000025tjdUAA,200.00,2024-09-30,103448009
a1G4J0000025tiCUAQ,200.00,2024-09-30,103448010
a1G4J0000025tjiUAA,150.00,2024-09-30,103448011
a1G4J00000261OeUAI,1.00,2024-09-30,103448012
a1G4J0000025tf8UAA,150.00,2024-09-30,103448013
a1G4J0000025tf3UAA,300.00,2024-09-30,103448014
a1G4J0000025td7UAA,150.00,2024-09-30,103448015
a1G4J00000261OjUAI,1.00,2024-09-30,103448016
a1G4J0000025tXOUAY,200.00,2024-09-30,103448017
a1G4J00000261OoUAI,1.00,2024-09-30,103448018
a1G4J0000025tjnUAA,200.00,2024-09-30,103448019
a1G4J00000261OQUAY,1.00,2024-09-30,103448020
a1G4J0000025tamUAA,0.00,2024-09-30,103458001
a1G4J0000025tjEUAQ,14170.00,2024-09-30,103460001
a1G4J0000025tjJUAQ,16406.00,2024-09-30,103460002
a1G4J0000025tj4UAA,0.00,2024-09-30,103461001
a1G4J00000261OPUAY,1.00,2024-09-30,103464001
a1G4J0000025thEUAQ,11674.00,2024-09-30,103470001
a1G4J0000025thsUAA,0.00,2024-09-30,103471001
a1G4J0000025tjsUAA,0.00,2024-09-30,103473001
a1G4J0000025tXjUAI,17112.00,2024-09-30,103475001
a1G4J0000025tk7UAA,0.00,2024-09-30,103476001
a1G4J0000025tdXUAQ,15660.00,2024-09-30,103477001
a1G4J0000025tk2UAA,0.00,2024-09-30,103479001
a1GNz0000021TtFMAU,0.00,2024-09-30,103480001
a1GNz0000021RGOMA2,0.00,2024-09-30,103480002
a1GNz0000021SfSMAU,0.00,2024-09-30,103480003
a1GNz0000021TwTMAU,0.00,2024-09-30,103480004
a1GNz0000021Ty5MAE,0.00,2024-09-30,103480005
a1GNz0000021TzhMAE,0.00,2024-09-30,103480006
a1G4J0000025tkCUAQ,37152.00,2024-09-30,103481001
a1G4J0000025teGUAQ,25560.00,2024-09-30,103481002
a1G4J0000025tkHUAQ,0.00,2024-09-30,103481003
a1G4J0000025tbBUAQ,0.00,2024-09-30,103481004
a1G4J0000025tkMUAQ,0.00,2024-09-30,103481005
a1G4J0000025tYAUAY,14202.00,2024-09-30,103483001
a1G4J0000025tkXUAQ,0.00,2024-09-30,103485009
a1G4J0000025ti2UAA,0.00,2024-09-30,103485011
a1G4J00000261QLUAY,0.00,2024-09-30,103485021
a1G4J00000261QfUAI,0.00,2024-09-30,103485026
a1G4J00000261QkUAI,0.00,2024-09-30,103485028
a1G4J00000261PsUAI,0.00,2024-09-30,103485038
a1G4J00000261RnUAI,0.00,2024-09-30,103485046
a1G4J00000261RsUAI,0.00,2024-09-30,103485047
a1G4J0000025teHUAQ,0.00,2024-09-30,103485058
a1G4J0000025tlAUAQ,0.00,2024-09-30,103485059
a1G4J0000025tjtUAA,0.00,2024-09-30,103486001
a1G4J0000025tkRUAQ,0.00,2024-09-30,103487001
a1G4J0000025tkgUAA,0.00,2024-09-30,103489001
a1GNz0000021TurMAE,0.00,2024-09-30,103489003
a1G4J0000025tkbUAA,11908.00,2024-09-30,103491001
a1G4J0000025tfcUAA,13740.00,2024-09-30,103492001
a1G4J0000025tVuUAI,22080.00,2024-09-30,103494001
a1G4J0000025tkWUAQ,0.00,2024-09-30,103495001
a1G4J0000025tV9UAI,14040.00,2024-09-30,103496001
a1G4J0000025thdUAA,24455.00,2024-09-30,103498001
a1G4J0000025tmIUAQ,13860.00,2024-09-30,103499001
a1G4J0000025td8UAA,22360.00,2024-09-30,103502001
a1GNz0000021U2vMAE,0.00,2024-09-30,103503001
a1G4J0000025tjKUAQ,0.00,2024-09-30,103505001
a1G4J0000025tmcUAA,11700.00,2024-09-30,103505002
a1G4J0000025tbRUAQ,12740.00,2024-09-30,103505003
a1G4J0000025tksUAA,16800.00,2024-09-30,103505004
a1G8d0000004D5PEAU,0.00,2024-09-30,103505005
a1G4J0000025tcdUAA,15028.00,2024-09-30,103507001
a1G4J0000025tltUAA,24340.00,2024-09-30,103508001
a1G4J0000025tVwUAI,9312.00,2024-09-30,103509001
a1G4J0000025tlyUAA,11760.00,2024-09-30,103515020
a1G4J0000025tm3UAA,360.00,2024-09-30,103515050
a1G4J0000025tiHUAQ,0.00,2024-09-30,103521001
a1G4J0000025tlGUAQ,0.00,2024-09-30,103522001
a1G4J0000025tf9UAA,13416.00,2024-09-30,103528001
a1G4J00000261OtUAI,1.00,2024-09-30,103528002
a1G4J0000025tdRUAQ,0.00,2024-09-30,103531001
a1G4J0000025tm8UAA,0.00,2024-09-30,103533001
a1G4J0000025tcoUAA,0.00,2024-09-30,103536001
a1G4J0000025tjoUAA,0.00,2024-09-30,103537001
a1G4J0000025tlZUAQ,12990.00,2024-09-30,103541001
a1G4J00000261OyUAI,1.00,2024-09-30,103543001
a1G4J0000025tcpUAA,1.00,2024-09-30,103544001
a1G4J0000025tloUAA,12402.00,2024-09-30,103547001
a1G4J0000025tlUUAQ,0.00,2024-09-30,103551001
a1G4J0000025tleUAA,13180.00,2024-09-30,103554001
a1G4J0000025tmSUAQ,11124.00,2024-09-30,103558001
a1G4J0000025tjUUAQ,8944.00,2024-09-30,103558002
a1G4J0000025tYWUAY,0.00,2024-09-30,103561001
a1G4J0000025tmDUAQ,11484.00,2024-09-30,103562001
a1G4J0000025tmXUAQ,10740.00,2024-09-30,103562002
a1G4J0000025tmNUAQ,0.00,2024-09-30,103563001
a1G4J0000025td9UAA,0.00,2024-09-30,103567001
a1G4J0000025tmrUAA,23364.00,2024-09-30,103569001
a1G4J0000025tYHUAY,0.00,2024-09-30,103571001
a1G4J0000025tn6UAA,17472.00,2024-09-30,103576001
a1G4J0000025tilUAA,50.00,2024-09-30,103577001
a1G4J00000261P3UAI,1.00,2024-09-30,103577002
a1G4J0000025te0UAA,13468.00,2024-09-30,103578001
a1G4J0000025tmwUAA,150.00,2024-09-30,103578002
a1G4J0000025theUAA,6240.00,2024-09-30,103580001
a1G4J0000025tVeUAI,200.00,2024-09-30,103580002
a1G4J0000025tZjUAI,200.00,2024-09-30,103580003
a1G4J0000025tnVUAQ,0.00,2024-09-30,103583001
a1G4J0000025tlLUAQ,0.00,2024-09-30,103584001
a1G4J0000025tWvUAI,0.00,2024-09-30,103586001
a1G4J0000025tbSUAQ,0.00,2024-09-30,103587001
a1G4J0000025tn1UAA,0.00,2024-09-30,103590001
a1G4J0000025tjuUAA,13156.00,2024-09-30,103591001
a1G4J0000025tnkUAA,16140.00,2024-09-30,103592001
a1G4J0000025tnLUAQ,11866.00,2024-09-30,103595001
a1G4J0000025tnBUAQ,0.00,2024-09-30,103596001
a1G4J0000025tgzUAA,12168.00,2024-09-30,103597001
a1G4J00000261QuUAI,1.00,2024-09-30,103597002
a1G4J0000025tnaUAA,0.00,2024-09-30,103601001
a1G4J0000025tnpUAA,1.00,2024-09-30,103603001
a1G4J0000025tfDUAQ,14664.00,2024-09-30,103603002
a1G4J0000025tnQUAQ,12168.00,2024-09-30,103605001
a1G4J0000025tnGUAQ,20280.00,2024-09-30,103608001
a1G4J0000025tdIUAQ,75.00,2024-09-30,103608002
a1G4J0000025tnuUAA,15912.00,2024-09-30,103616001
a1G4J0000025toJUAQ,0.00,2024-09-30,103617001
a1G4J0000025ta3UAA,11960.00,2024-09-30,103620001
a1G4J0000025tnzUAA,1.00,2024-09-30,103626001
a1G4J00000261SqUAI,1.00,2024-09-30,103626002
a1G4J0000025tdwUAA,15960.00,2024-09-30,103627001
a1G4J0000025tg6UAA,80.00,2024-09-30,103627002
a1G4J0000025to4UAA,150.00,2024-09-30,103628001
a1G4J0000025tdCUAQ,125.00,2024-09-30,103628002
a1G4J0000025toOUAQ,0.00,2024-09-30,103635001
a1G4J0000025toEUAQ,0.00,2024-09-30,103635002
a1G4J0000025tf4UAA,0.00,2024-09-30,103638001
a1GNz0000021S7aMAE,0.00,2024-09-30,103640001
a1G4J0000025tp7UAA,0.00,2024-09-30,103646001
a1G4J0000025tp2UAA,0.00,2024-09-30,103657001
a1G4J00000261TBUAY,0.00,2024-09-30,103662007
a1G4J0000025tonUAA,12444.00,2024-09-30,103671001
a1G4J00000261RjUAI,1.00,2024-09-30,103671002
a1G4J0000025toxUAA,18720.00,2024-09-30,103673001
a1G4J0000025tfwUAA,0.00,2024-09-30,103675001
a1G4J0000025toiUAA,0.00,2024-09-30,103679001
a1G4J0000025tb2UAA,0.00,2024-09-30,103681001
a1G4J0000025tVDUAY,250.00,2024-09-30,103682001
a1G4J0000025tnqUAA,250.00,2024-09-30,103682002
a1G4J0000025tVxUAI,0.00,2024-09-30,103684001
a1G4J0000025tiMUAQ,0.00,2024-09-30,103685001
a1G4J0000025tTDUAY,150.00,2024-09-30,103686001
a1G4J0000025tTCUAY,150.00,2024-09-30,103686002
a1G4J0000025toYUAQ,0.00,2024-09-30,103690001
a1G4J0000025tk8UAA,10146.00,2024-09-30,103692001
a1G4J0000025tiNUAQ,0.00,2024-09-30,103694001
a1GNz0000021U9NMAU,0.00,2024-09-30,103695001
a1G4J0000025todUAA,0.00,2024-09-30,103696001
a1G4J0000025tpCUAQ,16640.00,2024-09-30,103697001
a1G4J0000025tn7UAA,200.00,2024-09-30,103698001
a1G4J0000025tZUUAY,200.00,2024-09-30,103698002
a1G4J0000025tnmUAA,11388.00,2024-09-30,103699001
a1G4J0000025tpHUAQ,11232.00,2024-09-30,103702001
a1G4J0000025tpMUAQ,12090.00,2024-09-30,103705001
a1G4J0000025tpRUAQ,1.00,2024-09-30,103713001
a1G4J0000025tpbUAA,150.00,2024-09-30,103713002
a1G4J0000025tkmUAA,150.00,2024-09-30,103713003
a1G4J0000025tpWUAQ,250.00,2024-09-30,103713004
a1G4J0000025tngUAA,0.00,2024-09-30,103722001
a1G4J0000025tUAUAY,0.00,2024-09-30,103723001
