Id,CreatedDate,Status,ContractID,OpportunityId,Opportunity_StageName,Opportunity_TenancyId,Opportunity_Tenancy_Status
a0s4J0000018T12QAE,2021-05-24T10:34:19.000+0000,Signed,8004J000000BdSZQA0,0064J00000DHQanQAH,Closed Won,,
a0s4J0000018QngQAE,2021-04-06T14:58:41.000+0000,Signed,8004J000000BcYbQAK,0064J00000DHQhPQAX,Closed Won,,
a0s4J0000018ROXQA2,2021-04-19T12:00:33.000+0000,Signed,8004J000000BcwdQAC,0064J00000DHR0CQAX,Closed Won,,
a0s4J0000018R63QAE,2021-04-13T13:41:48.000+0000,Signed,8004J000000BcmTQAS,0064J00000DHR8aQAH,Closed Won,,
a0s4J0000018R5ZQAU,2021-04-13T12:53:09.000+0000,Pre-Send,8004J000000BcmTQAS,0064J00000DHR8aQAH,Closed Won,,
a0s4J0000018R0PQAU,2021-04-09T11:48:25.000+0000,Cancelled / Declined,,0064J00000DHR8aQAH,Closed Won,,
a0s4J0000018R4HQAU,2021-04-13T10:18:56.000+0000,Signed,8004J000000BclaQAC,0064J00000DHRDLQA5,Closed Won,,
a0s4J0000018R5AQAU,2021-04-13T11:24:23.000+0000,Signed,8004J000000Bcm9QAC,0064J00000DHRSVQA5,Closed Won,,
a0s4J0000018T1MQAU,2021-05-24T10:57:52.000+0000,Signed,8004J000000BeZMQA0,0064J00000DHRWSQA5,Closed Won,,
a0s4J0000018RzvQAE,2021-05-04T14:43:43.000+0000,Signed,8004J000000BdfxQAC,0064J00000DHRWSQA5,Closed Won,,
a0s4J0000018QmsQAE,2021-04-06T11:54:31.000+0000,Signed,8004J000000BcWpQAK,0064J00000DHRhQQAX,Closed Won,,
a0s4J0000018QcIQAU,2021-03-31T13:15:03.000+0000,Signed,8004J000000BbX3QAK,0064J00000DHZtgQAH,Closed Won,,
a0s4J0000018QdGQAU,2021-03-31T15:46:30.000+0000,Signed,8004J000000BbYuQAK,0064J00000DHZy2QAH,Closed Won,,
a0s4J0000018R3YQAU,2021-04-12T14:54:08.000+0000,Signed,8004J000000BckhQAC,0064J00000DHZygQAH,Closed Won,,
a0s4J0000018R3OQAU,2021-04-12T14:47:12.000+0000,Pre-Send,,0064J00000DHZygQAH,Closed Won,,
a0s4J0000018SkuQAE,2021-05-18T13:19:40.000+0000,Signed,8004J000000BeKMQA0,0064J00000DHaLgQAL,Closed Won,,
a0s4J0000018SOmQAM,2021-05-10T13:04:24.000+0000,Cancelled / Declined,8004J000000Bdx8QAC,0064J00000DHaLgQAL,Closed Won,,
a0s4J0000018Q4AQAU,2021-03-25T15:34:44.000+0000,Signed,8004J000000BWulQAG,0064J00000DHaRoQAL,Closed Won,,
a0s4J0000018Qx6QAE,2021-04-08T10:42:22.000+0000,Signed,8004J000000BccdQAC,0064J00000DHavtQAD,Closed Won,,
a0s4J0000018Qx1QAE,2021-04-08T10:37:30.000+0000,Pre-Send,8004J000000BccdQAC,0064J00000DHavtQAD,Closed Won,,
a0s4J0000018QuqQAE,2021-04-07T10:55:07.000+0000,Cancelled / Declined,,0064J00000DHavtQAD,Closed Won,,
a0s4J0000018Q3qQAE,2021-03-25T15:17:02.000+0000,Signed,8004J000000BWubQAG,0064J00000DHb9qQAD,Closed Won,,
a0s4J0000018R39QAE,2021-04-12T14:05:42.000+0000,Signed,8004J000000BckIQAS,0064J00000DHbx7QAD,Closed Won,,
a0s4J0000018QWjQAM,2021-03-31T08:15:27.000+0000,Signed,8004J000000BWvFQAW,0064J00000DHm0LQAT,Closed Won,,
a0s4J0000018Q4tQAE,2021-03-25T16:25:57.000+0000,Expired,8004J000000BWvFQAW,0064J00000DHm0LQAT,Closed Won,,
a0s4J0000018QTcQAM,2021-03-30T13:54:39.000+0000,Signed,8004J000000BabsQAC,0064J00000DHmj1QAD,Closed Won,,
a0s4J0000018QTNQA2,2021-03-30T12:31:15.000+0000,Cancelled / Declined,8004J000000BabOQAS,0064J00000DHmj1QAD,Closed Won,,
a0s4J0000018QSKQA2,2021-03-30T10:34:54.000+0000,Signed,8004J000000BaaBQAS,0064J00000DHnYvQAL,Closed Won,800Pv00000GF2WLIA1,Draft
a0s4J0000018QSFQA2,2021-03-30T10:33:12.000+0000,Pre-Send,8004J000000BaaBQAS,0064J00000DHnYvQAL,Closed Won,800Pv00000GF2WLIA1,Draft
a0s4J0000018Rp4QAE,2021-04-28T11:46:03.000+0000,Signed,8004J000000BdSyQAK,0064J00000DHnaDQAT,Closed Won,,
a0s4J0000018Qm9QAE,2021-04-06T10:36:55.000+0000,Signed,8004J000000BcWGQA0,0064J00000DHnc4QAD,Closed Won,,
a0s4J0000018QubQAE,2021-04-07T10:02:01.000+0000,Signed,8004J000000BcaSQAS,0064J00000DHnriQAD,Closed Won,,
a0s4J000002Y56UQAS,2021-07-13T11:58:53.000+0000,Signed,8004J000001IyR4QAK,0064J00000DHo3FQAT,Closed Won,,
a0s4J0000018RHgQAM,2021-04-15T10:10:04.000+0000,Signed,8004J000000BcpSQAS,0064J00000DHxjEQAT,Closed Won,,
a0s4J0000018RHWQA2,2021-04-15T09:54:36.000+0000,Pre-Send,8004J000000BcpSQAS,0064J00000DHxjEQAT,Closed Won,,
a0s4J0000018QyTQAU,2021-04-08T14:33:20.000+0000,Signed,8004J000000BcdqQAC,0064J00000DHyTHQA1,Closed Won,800Pv00000G4uoqIAB,Draft
a0s4J0000018QwXQAU,2021-04-08T08:16:46.000+0000,Cancelled / Declined,8004J000000Bcc9QAC,0064J00000DHyTHQA1,Closed Won,800Pv00000G4uoqIAB,Draft
a0s4J0000018Qo0QAE,2021-04-06T15:32:14.000+0000,Signed,8004J000000BcYqQAK,0064J00000DHyuhQAD,Closed Won,,
a0s4J0000018QnvQAE,2021-04-06T15:25:55.000+0000,Pre-Send,8004J000000BcYgQAK,0064J00000DHyuhQAD,Closed Won,,
a0s4J0000018Rz2QAE,2021-05-04T13:39:44.000+0000,Signed,8004J000000BdfOQAS,0064J00000DHyvuQAD,Closed Won,,
a0s4J0000018QmiQAE,2021-04-06T11:45:45.000+0000,Signed,8004J000000BcWfQAK,0064J00000DHyxWQAT,Closed Won,,
a0s4J0000018QmdQAE,2021-04-06T11:39:01.000+0000,Pre-Send,,0064J00000DHyxWQAT,Closed Won,,
a0s4J0000018R4MQAU,2021-04-13T10:20:02.000+0000,Signed,8004J000000BclfQAC,0064J00000DHzPzQAL,Closed Won,,
a0s4J0000018RX8QAM,2021-04-21T13:26:34.000+0000,Signed,8004J000000Bd5VQAS,0064J00000DI9PbQAL,Closed Won,,
a0s4J0000018RKfQAM,2021-04-15T15:33:52.000+0000,Signed,8004J000000BcsRQAS,0064J00000DI9PbQAL,Closed Won,,
a0s4J0000018RmrQAE,2021-04-27T15:41:01.000+0000,Signed,8004J000000BdRCQA0,0064J00000DIHQBQA5,Closed Won,,
a0s4J0000018SBfQAM,2021-05-06T09:56:45.000+0000,Signed,8004J000000BdnNQAS,0064J00000DIHXWQA5,Closed Won,,
a0s4J0000018RIPQA2,2021-04-15T10:50:49.000+0000,Signed,8004J000000BcqGQAS,0064J00000DIHb4QAH,Closed Won,,
a0s4J0000018QnbQAE,2021-04-06T14:33:29.000+0000,Signed,8004J000000BcYHQA0,0064J00000DII4uQAH,Closed Won,,
a0s4J0000018QxkQAE,2021-04-08T11:56:14.000+0000,Signed,8004J000000BcdHQAS,0064J00000DIIXSQA5,Closed Won,,
a0s4J0000018QS0QAM,2021-03-30T10:11:41.000+0000,Signed,8004J000000Baa6QAC,0064J00000DIIonQAH,Closed Won,,
a0s4J0000018R3nQAE,2021-04-12T15:10:48.000+0000,Signed,8004J000000BckrQAC,0064J00000DIIphQAH,Closed Won,,
a0s4J0000018R3iQAE,2021-04-12T14:59:24.000+0000,Cancelled / Declined,8004J000000BckmQAC,0064J00000DIIphQAH,Closed Won,,
a0s4J0000018R5tQAE,2021-04-13T13:31:30.000+0000,Signed,8004J000000BcmiQAC,0064J00000DIIsuQAH,Closed Won,800Pv00000Fzl9hIAB,Draft
a0s4J0000018QOwQAM,2021-03-29T16:02:46.000+0000,Signed,8004J000000Ba5wQAC,0064J00000DIIvUQAX,Closed Won,,
a0s8d000000CcMpAAK,2021-08-17T11:29:17.000+0000,Signed,8004J000000BeYxQAK,0064J00000DIQ45QAH,Closed Won,,
a0s4J0000018T0dQAE,2021-05-24T09:53:03.000+0000,Expired,8004J000000BeYxQAK,0064J00000DIQ45QAH,Closed Won,,
a0s4J0000018R50QAE,2021-04-13T11:08:12.000+0000,Signed,8004J000000Bcm4QAC,0064J00000DIQA4QAP,Closed Won,800Pv00000GF3OFIA1,Draft
a0s4J0000018RnGQAU,2021-04-27T17:27:17.000+0000,Signed,8004J000000BdRbQAK,0064J00000DIQJrQAP,Closed Won,,
a0s4J0000018QSAQA2,2021-03-30T10:32:46.000+0000,Signed,8004J000000BaaGQAS,0064J00000DIQKkQAP,Closed Won,,
a0s4J0000018R9IQAU,2021-04-14T10:47:03.000+0000,Signed,8004J000000BcnWQAS,0064J00000DIQRHQA5,Closed Won,800Pv00000FzkjAIAR,Draft
a0s4J0000018R93QAE,2021-04-14T10:44:54.000+0000,Draft,8004J000000BcnWQAS,0064J00000DIQRHQA5,Closed Won,800Pv00000FzkjAIAR,Draft
a0s4J0000018UISQA2,2021-06-15T09:03:21.000+0000,Signed,8004J000000BeVtQAK,0064J00000DIQTSQA5,Closed Won,,
a0s4J0000018RFVQA2,2021-04-14T14:10:14.000+0000,Signed,8004J000000BcoAQAS,0064J00000DIQdlQAH,Closed Won,,
a0s4J0000018SLxQAM,2021-05-10T09:11:00.000+0000,Signed,8004J000000BdvgQAC,0064J00000DIQi7QAH,Closed Won,800Pv00000FzpgGIAR,Draft
a0s4J0000018R2uQAE,2021-04-12T12:28:38.000+0000,Signed,8004J000000BcjyQAC,0064J00000DIQlBQAX,Closed Won,,
a0s4J0000018TiCQAU,2021-06-07T09:17:57.000+0000,Signed,8004J000000Bde1QAC,0064J00000DIQngQAH,Closed Won,,
a0s4J0000018RxQQAU,2021-05-04T10:22:03.000+0000,Expired,8004J000000Bde1QAC,0064J00000DIQngQAH,Closed Won,,
a0s4J0000018QSjQAM,2021-03-30T11:28:12.000+0000,Signed,8004J000000BaauQAC,0064J00000DIQwsQAH,Closed Won,800Pv00000GF1L2IAL,Draft
a0s4J0000018QSoQAM,2021-03-30T11:51:22.000+0000,Signed,8004J000000BaazQAC,0064J00000DIR1sQAH,Closed Won,800Pv00000FzoKIIAZ,Draft
a0s4J0000018QT3QAM,2021-03-30T11:59:10.000+0000,Signed,8004J000000Bab4QAC,0064J00000DIR4hQAH,Closed Won,,
a0s4J0000018ROIQA2,2021-04-19T10:28:48.000+0000,Signed,8004J000000BcvuQAC,0064J00000DIRQnQAP,Closed Won,,
a0s4J0000018RNZQA2,2021-04-16T14:22:17.000+0000,Expired,,0064J00000DIRQnQAP,Closed Won,,
a0s4J0000018R4gQAE,2021-04-13T10:38:20.000+0000,Signed,8004J000000BclzQAC,0064J00000DIRSFQA5,Closed Won,,
a0s4J0000018QTXQA2,2021-03-30T13:53:30.000+0000,Signed,8004J000000BabnQAC,0064J00000DIRZLQA5,Closed Won,800Pv00000GF2B5IAL,Draft
a0s4J0000018RP1QAM,2021-04-19T14:14:47.000+0000,Signed,8004J000000BcxWQAS,0064J00000DIRg7QAH,Closed Won,,
a0s4J0000018R0ZQAU,2021-04-09T13:22:03.000+0000,Signed,8004J000000BchiQAC,0064J00000DIRgMQAX,Closed Won,800Pv00000G582MIAR,Draft
a0s4J0000018RW0QAM,2021-04-21T11:23:05.000+0000,Signed,8004J000000Bd4SQAS,0064J00000DIRoMQAX,Closed Won,,
a0s4J0000018Rl5QAE,2021-04-27T11:35:50.000+0000,Signed,8004J000000BdOmQAK,0064J00000DISChQAP,Closed Won,,
a0s4J0000018QxBQAU,2021-04-08T10:46:51.000+0000,Signed,8004J000000BcceQAC,0064J00000DISNpQAP,Closed Won,,
a0s4J0000018ROrQAM,2021-04-19T13:23:17.000+0000,Signed,8004J000000BcxCQAS,0064J00000DISs4QAH,Closed Won,800Pv00000G4toBIAR,Draft
a0s4J0000018RjEQAU,2021-04-26T14:58:43.000+0000,Signed,8004J000000BdNjQAK,0064J00000DIcTiQAL,Closed Won,800Pv00000GEz2JIAT,Draft
a0s4J0000018SoZQAU,2021-05-19T14:07:04.000+0000,Signed,8004J000000BeOJQA0,0064J00000DIcjxQAD,Closed Won,800Pv00000G4zWvIAJ,Draft
a0s4J0000018RCqQAM,2021-04-14T12:24:51.000+0000,Signed,8004J000000BcngQAC,0064J00000DId5AQAT,Closed Won,,
a0s4J0000018RssQAE,2021-04-29T11:19:01.000+0000,Signed,8004J000000BdWMQA0,0064J00000DId6XQAT,Closed Won,,
a0s4J0000018SbBQAU,2021-05-14T10:41:30.000+0000,Signed,8004J000000BeBtQAK,0064J00000DId7GQAT,Closed Won,,
a0s4J0000018QvjQAE,2021-04-07T16:47:30.000+0000,Signed,8004J000000BcbzQAC,0064J00000DIdd2QAD,Closed Won,,
a0s4J0000018QysQAE,2021-04-08T15:42:00.000+0000,Signed,8004J000000BceZQAS,0064J00000DIdjKQAT,Closed Won,800Pv00000G4yTEIAZ,Draft
a0s4J0000018QvKQAU,2021-04-07T13:21:47.000+0000,Cancelled / Declined,8004J000000BcbLQAS,0064J00000DIdjKQAT,Closed Won,800Pv00000G4yTEIAZ,Draft
a0s4J0000018QcXQAU,2021-03-31T14:44:14.000+0000,Signed,8004J000000BbY1QAK,0064J00000DIe0fQAD,Closed Won,,
a0s4J0000018QvoQAE,2021-04-07T17:02:53.000+0000,Signed,8004J000000Bcc4QAC,0064J00000DIe19QAD,Closed Won,,
a0s4J0000018R13QAE,2021-04-09T17:04:08.000+0000,Signed,8004J000000BciMQAS,0064J00000DIeA7QAL,Closed Won,,
a0s4J0000018QxzQAE,2021-04-08T13:44:31.000+0000,Cancelled / Declined,8004J000000BcdWQAS,0064J00000DIeA7QAL,Closed Won,,
a0s4J000002Y46zQAC,2021-06-28T11:52:39.000+0000,Signed,8004J000001Iy9yQAC,0064J00000DIeBsQAL,Closed Won,,
a0s4J0000018RSeQAM,2021-04-20T12:25:27.000+0000,Signed,8004J000000BbYQQA0,0064J00000DIeDFQA1,Closed Won,,
a0s4J0000018QcwQAE,2021-03-31T15:29:55.000+0000,Expired,8004J000000BbYQQA0,0064J00000DIeDFQA1,Closed Won,,
a0s4J0000018QdBQAU,2021-03-31T15:44:56.000+0000,Signed,8004J000000BbYkQAK,0064J00000DIeKGQA1,Closed Won,,
a0s8d000000CbRiAAK,2021-08-12T08:49:03.000+0000,Signed,8008d000000Xrb7AAC,0064J00000DIepIQAT,Closed Won,800Pv00000GEz1ZIAT,Draft
a0s4J0000018QwhQAE,2021-04-08T09:35:51.000+0000,Signed,8004J000000BccTQAS,0064J00000DIf3yQAD,Closed Won,,
a0s4J0000018Re9QAE,2021-04-23T13:11:13.000+0000,Signed,8004J000000BdDoQAK,0064J00000DInsWQAT,Closed Won,800Pv00000Fzu3BIAR,Draft
a0s4J000002Y55RQAS,2021-07-13T10:55:16.000+0000,Signed,8004J000001Iz8cQAC,0064J00000DIo8PQAT,Closed Won,800Pv00000G54GzIAJ,Draft
a0s4J0000018QuRQAU,2021-04-07T09:20:38.000+0000,Signed,8004J000000Bca8QAC,0064J00000DIoQtQAL,Closed Won,,
a0s4J0000018QnlQAE,2021-04-06T15:06:51.000+0000,Cancelled / Declined,,0064J00000DIoQtQAL,Closed Won,,
a0s4J0000018Qk2QAE,2021-04-01T14:47:31.000+0000,Signed,8004J000000BcUUQA0,0064J00000DIoxOQAT,Closed Won,800Pv00000GF2BKIA1,Draft
a0s4J0000018RP6QAM,2021-04-19T14:34:36.000+0000,Signed,8004J000000BcxbQAC,0064J00000DIp5cQAD,Closed Won,,
a0s4J0000018RNAQA2,2021-04-16T13:09:26.000+0000,Signed,8004J000000BctyQAC,0064J00000DIp7dQAD,Closed Won,,
a0s4J0000018RtMQAU,2021-04-29T15:25:47.000+0000,Signed,8004J000000BdXoQAK,0064J00000DIpDMQA1,Closed Won,,
a0s4J0000018R34QAE,2021-04-12T12:51:00.000+0000,Signed,8004J000000Bck8QAC,0064J00000DIpEyQAL,Closed Won,800Pv00000G4w6TIAR,Draft
a0s4J0000018RmNQAU,2021-04-27T14:39:59.000+0000,Signed,8004J000000BdQYQA0,0064J00000DIwGHQA1,Closed Won,,
a0s4J0000018RduQAE,2021-04-23T11:34:38.000+0000,Cancelled / Declined,8004J000000BdD5QAK,0064J00000DIwGHQA1,Closed Won,,
a0s4J0000018RbjQAE,2021-04-22T16:52:05.000+0000,Cancelled / Declined,,0064J00000DIwGHQA1,Closed Won,,
a0s4J0000018RZTQA2,2021-04-22T10:52:32.000+0000,Signed,8004J000000Bd9IQAS,0064J00000DIwNYQA1,Closed Won,,
a0s4J0000018RZOQA2,2021-04-22T10:48:56.000+0000,Pre-Send,8004J000000Bd9IQAS,0064J00000DIwNYQA1,Closed Won,,
a0s4J0000018QyiQAE,2021-04-08T15:30:48.000+0000,Signed,8004J000000BcePQAS,0064J00000DIwfWQAT,Closed Won,800Pv00000GEz8WIAT,Draft
a0s8d000000EtgsAAC,2023-04-04T08:09:33.000+0000,Signed,8008d000000YjqsAAC,0064J00000DIwipQAD,Closed Won,,
a0s4J0000018RHqQAM,2021-04-15T10:27:16.000+0000,Signed,8004J000000BcpmQAC,0064J00000DIwipQAD,Closed Won,,
a0s4J000002Y59zQAC,2021-07-14T08:34:09.000+0000,Signed,8004J000000Be7SQAS,0064J00000DIxHIQA1,Closed Won,,
a0s8d000000CaXAAA0,2021-08-10T09:41:44.000+0000,Signed,8008d000000XrMcAAK,0064J00000DIxKlQAL,Closed Won,,
a0s4J000002Y5KLQA0,2021-07-16T11:45:03.000+0000,Signed,8004J000001IzOpQAK,0064J00000DJ1CJQA1,Closed Won,,
a0s4J0000018RNoQAM,2021-04-16T15:43:56.000+0000,Signed,8004J000000Bcv1QAC,0064J00000DJ1ERQA1,Closed Won,,
a0s4J0000018RNUQA2,2021-04-16T14:21:19.000+0000,Cancelled / Declined,8004J000000BcuXQAS,0064J00000DJ1ERQA1,Closed Won,,
a0s4J0000018RiVQAU,2021-04-26T14:09:46.000+0000,Signed,8004J000000BdN0QAK,0064J00000DJ1auQAD,Closed Won,,
a0s4J000002Y5TSQA0,2021-07-20T14:06:26.000+0000,Signed,8004J000001IzbGQAS,0064J00000DJ1bdQAD,Closed Won,,
a0s4J0000018RMvQAM,2021-04-16T11:23:00.000+0000,Signed,8004J000000BctZQAS,0064J00000DJ1cgQAD,Closed Won,,
a0s4J0000018RMgQAM,2021-04-16T10:57:17.000+0000,Cancelled / Declined,8004J000000BctPQAS,0064J00000DJ1cgQAD,Closed Won,,
a0s4J0000018Rf2QAE,2021-04-23T15:43:27.000+0000,Signed,8004J000000BdESQA0,0064J00000DJ1lxQAD,Closed Won,,
a0s4J0000018RXDQA2,2021-04-21T13:29:14.000+0000,Signed,8004J000000Bd5aQAC,0064J00000DJ1m7QAD,Closed Won,800Pv00000FzqXjIAJ,Draft
a0s4J0000018R5jQAE,2021-04-13T13:12:06.000+0000,Signed,8004J000000BcmYQAS,0064J00000DJ352QAD,Closed Won,,
a0s4J0000018RIFQA2,2021-04-15T10:43:58.000+0000,Signed,8004J000000BcqBQAS,0064J00000DJ3CmQAL,Closed Won,,
a0s4J0000018RRbQAM,2021-04-20T08:54:03.000+0000,Signed,8004J000000BczNQAS,0064J00000DJ3cQQAT,Closed Won,,
a0s4J0000018QyEQAU,2021-04-08T14:16:45.000+0000,Signed,8004J000000BcdlQAC,0064J00000DJ3hVQAT,Closed Won,,
a0s4J0000018QmTQAU,2021-04-06T11:16:41.000+0000,Cancelled / Declined,8004J000000BcWQQA0,0064J00000DJ3hVQAT,Closed Won,,
a0s4J0000018QxaQAE,2021-04-08T11:13:25.000+0000,Signed,8004J000000BcWVQA0,0064J00000DJ3kjQAD,Closed Won,,
a0s4J0000018QxVQAU,2021-04-08T11:10:40.000+0000,Pre-Send,8004J000000BcWVQA0,0064J00000DJ3kjQAD,Closed Won,,
a0s4J0000018QmYQAU,2021-04-06T11:27:37.000+0000,Draft,8004J000000BcWVQA0,0064J00000DJ3kjQAD,Closed Won,,
a0s4J0000018R00QAE,2021-04-09T09:05:28.000+0000,Signed,8004J000000BchEQAS,0064J00000DJ3n9QAD,Closed Won,,
a0s4J0000018SXTQA2,2021-05-13T11:38:53.000+0000,Signed,8004J000000BdsrQAC,0064J00000DJ3pBQAT,Closed Won,,
a0s4J0000018QxGQAU,2021-04-08T10:52:38.000+0000,Expired,8004J000000BcZAQA0,0064J00000DJ3r6QAD,Closed Won,,
a0s4J0000018QoPQAU,2021-04-06T15:55:14.000+0000,Signed,8004J000000BcZAQA0,0064J00000DJ3r6QAD,Closed Won,,
a0s4J0000018QmxQAE,2021-04-06T12:02:40.000+0000,Cancelled / Declined,8004J000000BcWzQAK,0064J00000DJ3r6QAD,Closed Won,,
a0s4J0000018SIAQA2,2021-05-07T11:55:46.000+0000,Signed,8004J000000BcqkQAC,0064J00000DJ3zoQAD,Closed Won,,
a0s4J0000018RIyQAM,2021-04-15T12:19:29.000+0000,Signed,8004J000000BcqkQAC,0064J00000DJ3zoQAD,Closed Won,,
a0s4J000002Y3lfQAC,2021-06-23T11:39:15.000+0000,Signed,8004J000001IxrLQAS,0064J00000DJ43bQAD,Closed Won,800Pv00000GF1psIAD,Draft
a0s4J0000018RWjQAM,2021-04-21T12:51:47.000+0000,Signed,8004J000000Bd5BQAS,0064J00000DJ49UQAT,Closed Won,800Pv00000G56dXIAR,Draft
a0s4J0000018RWeQAM,2021-04-21T12:49:22.000+0000,Draft,8004J000000Bd56QAC,0064J00000DJ49UQAT,Closed Won,800Pv00000G56dXIAR,Draft
a0s4J0000018R2zQAE,2021-04-12T12:43:55.000+0000,Signed,8004J000000Bck3QAC,0064J00000DJ4PIQA1,Closed Won,,
a0s4J0000018RVHQA2,2021-04-21T10:11:11.000+0000,Signed,8004J000000Bd3oQAC,0064J00000DJ4WxQAL,Closed Won,800Pv00000GF1PoIAL,Draft
a0s4J0000018QynQAE,2021-04-08T15:33:35.000+0000,Signed,8004J000000BceUQAS,0064J00000DJ4a6QAD,Closed Won,800Pv00000GEz5iIAD,Draft
